"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"1114","Facility 15",2020-07-31,2020-08-01,"North","Barnard",0,0,1,1,15
"1115","Facility 46",2020-07-28,2020-08-01,"North","Dingo",2,5,13,20,46
"1116","Facility 8",2020-07-31,2020-08-01,"North","Bolo",0,0,0,0,8
"1117","Facility 41",2020-07-31,2020-08-01,"North","Barnard",4,1,13,18,41
"1118","Facility 8",2020-07-30,2020-08-01,"North","Bolo",0,0,0,0,8
"1119","Facility 42",2020-07-29,2020-08-01,"North","Dingo",6,2,2,10,42
"1120","Facility 8",2020-07-29,2020-08-01,"North","Bolo",5,1,8,14,8
"1121","Facility 8",2020-07-28,2020-08-01,"North","Bolo",7,0,0,7,8
"1122","Facility 55",2020-07-31,2020-08-01,"North","Bolo",6,0,5,11,55
"1123","Facility 55",2020-07-30,2020-08-01,"North","Bolo",15,2,24,41,55
"1124","Facility 55",2020-07-29,2020-08-01,"North","Bolo",7,3,25,35,55
"1125","Facility 26",2020-07-31,2020-08-01,"North","Bolo",0,0,0,0,26
"1126","Facility 16",2020-07-31,2020-08-01,"North","Barnard",2,0,2,4,16
"1127","Facility 26",2020-07-30,2020-08-01,"North","Bolo",0,0,0,0,26
"1128","Facility 3",2020-08-01,2020-08-01,"North","Dingo",0,0,0,0,3
"1129","Facility 28",2020-07-31,2020-08-01,"North","Spring",0,2,1,3,28
"1130","Facility 7",2020-07-28,2020-07-31,"North","Spring",11,8,20,39,7
"1131","Facility 34",2020-07-31,2020-07-31,"North","Dingo",0,0,0,0,34
"1132","Facility 47",2020-07-30,2020-07-31,"North","Barnard",2,1,7,10,47
"1133","Facility 18",2020-07-31,2020-07-31,"North","Bolo",0,0,0,0,18
"1134","Facility 43",2020-07-18,2020-07-31,"North","Dingo",9,7,10,26,43
"1135","Facility 43",2020-07-17,2020-07-31,"North","Dingo",5,7,13,25,43
"1136","Facility 43",2020-07-16,2020-07-31,"North","Dingo",5,8,6,19,43
"1137","Facility 43",2020-07-15,2020-07-31,"North","Dingo",7,9,11,27,43
"1138","Facility 43",2020-07-14,2020-07-31,"North","Dingo",0,0,0,0,43
"1139","Facility 43",2020-07-13,2020-07-31,"North","Dingo",9,4,10,23,43
"1140","Facility 43",2020-07-12,2020-07-31,"North","Dingo",8,5,11,24,43
"1141","Facility 21",2020-07-18,2020-07-18,"North","Bolo",15,15,5,35,21
"1142","Facility 13",2020-07-17,2020-07-18,"North","Bolo",0,0,0,0,13
"1143","Facility 13",2020-07-16,2020-07-18,"North","Bolo",0,0,0,0,13
"1144","Facility 40",2020-07-17,2020-07-18,"North","Barnard",0,0,0,0,40
"1145","Facility 36",2020-07-17,2020-07-18,"North","Dingo",0,0,0,0,36
"1146","Facility 36",2020-07-16,2020-07-18,"North","Dingo",0,0,0,0,36
"1147","Facility 36",2020-07-15,2020-07-18,"North","Dingo",8,7,7,22,36
"1148","Facility 32",2020-07-15,2020-07-18,"North","Spring",6,8,19,33,32
"1149","Facility 16",2020-07-17,2020-07-18,"North","Barnard",5,0,1,6,16
"1150","Facility 15",2020-07-17,2020-07-18,"North","Barnard",4,6,4,14,15
"1151","Facility 9",2020-07-17,2020-07-18,"North","Spring",0,0,0,0,9
"1152","Facility 3",2020-07-18,2020-07-18,"North","Dingo",0,0,0,0,3
"1153","Facility 27",2020-07-17,2020-07-18,"North","Spring",0,0,0,0,27
"1154","Facility 27",2020-07-16,2020-07-18,"North","Spring",0,0,0,0,27
"1155","Facility 26",2020-07-17,2020-07-18,"North","Bolo",0,0,0,0,26
"1156","Facility 27",2020-07-15,2020-07-18,"North","Spring",7,10,8,25,27
"1157","Facility 27",2020-07-14,2020-07-18,"North","Spring",5,6,6,17,27
"1158","Facility 55",2020-07-17,2020-07-18,"North","Bolo",10,1,20,31,55
"1159","Facility 34",2020-07-17,2020-07-18,"North","Dingo",0,0,0,0,34
"1160","Facility 1",2020-07-17,2020-07-18,"North","Spring",12,10,21,43,1
"1161","Facility 4",2020-07-16,2020-07-18,"North","Bolo",5,10,26,41,4
"1162","Facility 50",2020-07-17,2020-07-18,"North","Spring",9,2,4,15,50
"1163","Facility 50",2020-07-16,2020-07-18,"North","Spring",23,19,12,54,50
"1164","Facility 14",2020-07-17,2020-07-17,"North","Dingo",0,0,0,0,14
"1165","Facility 14",2020-07-16,2020-07-17,"North","Dingo",0,0,0,0,14
"1166","Facility 38",2020-07-17,2020-07-17,"North","Bolo",0,0,0,0,38
"1167","Facility 20",2020-07-15,2020-07-16,"North","Barnard",21,7,28,56,20
"1168","Facility 7",2020-07-15,2020-07-16,"North","Spring",30,16,28,74,7
"1169","Facility 3",2020-07-16,2020-07-16,"North","Dingo",11,9,15,35,3
"1170","Facility 1",2020-07-15,2020-07-16,"North","Spring",21,16,39,76,1
"1171","Facility 15",2020-07-15,2020-07-16,"North","Barnard",14,20,23,57,15
"1172","Facility 38",2020-07-16,2020-07-16,"North","Bolo",0,0,0,0,38
"1173","Facility 53",2020-07-16,2020-07-16,"North","Bolo",3,0,3,6,53
"1174","Facility 53",2020-07-15,2020-07-16,"North","Bolo",23,5,6,34,53
"1175","Facility 48",2020-07-16,2020-07-16,"North","Dingo",0,0,0,0,48
"1176","Facility 48",2020-07-15,2020-07-16,"North","Dingo",16,11,19,46,48
"1177","Facility 38",2020-07-15,2020-07-16,"North","Bolo",11,0,18,29,38
"1178","Facility 5",2020-07-15,2020-07-16,"North","Bolo",9,7,16,32,5
"1179","Facility 21",2020-07-16,2020-07-16,"North","Bolo",34,8,11,53,21
"1180","Facility 9",2020-07-15,2020-07-16,"North","Spring",39,30,34,103,9
"1181","Facility 12",2020-07-15,2020-07-16,"North","Dingo",33,36,93,162,12
"1182","Facility 2",2020-07-15,2020-07-16,"North","Bolo",15,30,50,95,2
"1183","Facility 29",2020-07-15,2020-07-16,"North","Dingo",23,16,31,70,29
"1184","Facility 26",2020-07-15,2020-07-16,"North","Bolo",7,6,6,19,26
"1185","Facility 13",2020-07-15,2020-07-16,"North","Bolo",0,0,0,0,13
"1186","Facility 18",2020-07-16,2020-07-16,"North","Bolo",0,0,0,0,18
"1187","Facility 45",2020-07-15,2020-07-16,"North","Barnard",20,16,39,75,45
"1188","Facility 18",2020-07-15,2020-07-16,"North","Bolo",3,2,6,11,18
"1189","Facility 18",2020-07-14,2020-07-16,"North","Bolo",1,0,6,7,18
"1190","Facility 16",2020-07-15,2020-07-16,"North","Barnard",20,12,19,51,16
"1191","Facility 11",2020-07-15,2020-07-16,"North","Spring",49,24,38,111,11
"1192","Facility 50",2020-07-15,2020-07-16,"North","Spring",7,31,38,76,50
"1193","Facility 50",2020-07-14,2020-07-16,"North","Spring",39,42,28,109,50
"1194","Facility 40",2020-07-15,2020-07-16,"North","Barnard",18,8,17,43,40
"1195","Facility 24",2020-07-15,2020-07-16,"North","Bolo",20,11,55,86,24
"1196","Facility 22",2020-07-15,2020-07-16,"North","Bolo",12,5,7,24,22
"1197","Facility 57",2020-07-15,2020-07-15,"North","Barnard",11,7,11,29,57
"1198","Facility 34",2020-07-15,2020-07-15,"North","Dingo",12,8,17,37,34
"1199","Facility 46",2020-07-15,2020-07-15,"North","Dingo",6,2,16,24,46
"1200","Facility 4",2020-07-15,2020-07-15,"North","Bolo",9,5,26,40,4
"1201","Facility 14",2020-07-15,2020-07-15,"North","Dingo",10,15,16,41,14
"1202","Facility 20",2020-07-14,2020-07-15,"North","Barnard",6,4,13,23,20
"1203","Facility 20",2020-07-13,2020-07-15,"North","Barnard",18,3,4,25,20
"1204","Facility 11",2020-07-14,2020-07-15,"North","Spring",49,24,38,111,11
"1205","Facility 10",2020-07-15,2020-07-15,"North","Bolo",0,7,21,28,10
"1206","Facility 19",2020-07-14,2020-07-15,"North","Bolo",25,12,47,84,19
"1207","Facility 33",2020-07-14,2020-07-15,"North","Barnard",3,9,7,19,33
"1208","Facility 49",2020-07-14,2020-07-15,"North","Dingo",29,50,60,139,49
"1209","Facility 29",2020-07-14,2020-07-15,"North","Dingo",37,51,24,112,29
"1210","Facility 26",2020-07-14,2020-07-15,"North","Bolo",7,2,12,21,26
"1211","Facility 41",2020-07-14,2020-07-15,"North","Barnard",4,3,10,17,41
"1212","Facility 25",2020-07-14,2020-07-15,"North","Bolo",4,1,8,13,25
"1213","Facility 37",2020-07-14,2020-07-15,"North","Bolo",28,8,39,75,37
"1214","Facility 48",2020-07-14,2020-07-15,"North","Dingo",8,8,14,30,48
"1215","Facility 7",2020-07-14,2020-07-15,"North","Spring",19,15,29,63,7
"1216","Facility 48",2020-07-13,2020-07-15,"North","Dingo",7,12,19,38,48
"1217","Facility 30",2020-07-15,2020-07-15,"North","Bolo",7,12,21,40,30
"1218","Facility 30",2020-07-14,2020-07-15,"North","Bolo",9,16,24,49,30
"1219","Facility 42",2020-07-14,2020-07-15,"North","Dingo",28,9,28,65,42
"1220","Facility 21",2020-07-15,2020-07-15,"North","Bolo",11,6,9,26,21
"1221","Facility 42",2020-07-13,2020-07-15,"North","Dingo",21,15,36,72,42
"1222","Facility 2",2020-07-14,2020-07-15,"North","Bolo",26,10,54,90,2
"1223","Facility 12",2020-07-14,2020-07-15,"North","Dingo",85,72,45,202,12
"1224","Facility 9",2020-07-14,2020-07-15,"North","Spring",30,22,36,88,9
"1225","Facility 60",2020-07-14,2020-07-15,"North","Bolo",6,12,20,38,60
"1226","Facility 53",2020-07-14,2020-07-15,"North","Bolo",13,3,7,23,53
"1227","Facility 53",2020-07-13,2020-07-15,"North","Bolo",11,0,11,22,53
"1228","Facility 24",2020-07-14,2020-07-15,"North","Bolo",13,16,54,83,24
"1229","Facility 15",2020-07-14,2020-07-15,"North","Barnard",13,18,37,68,15
"1230","Facility 13",2020-07-14,2020-07-15,"North","Bolo",0,0,0,0,13
"1231","Facility 16",2020-07-14,2020-07-15,"North","Barnard",12,10,11,33,16
"1232","Facility 55",2020-07-14,2020-07-15,"North","Bolo",21,12,32,65,55
"1233","Facility 5",2020-07-14,2020-07-15,"North","Bolo",23,5,29,57,5
"1234","Facility 5",2020-07-13,2020-07-15,"North","Bolo",23,5,29,57,5
"1235","Facility 23",2020-07-14,2020-07-15,"North","Dingo",8,12,17,37,23
"1236","Facility 3",2020-07-15,2020-07-15,"North","Dingo",12,9,12,33,3
"1237","Facility 1",2020-07-14,2020-07-15,"North","Spring",28,29,32,89,1
"1238","Facility 38",2020-07-14,2020-07-15,"North","Bolo",5,8,21,34,38
"1239","Facility 45",2020-07-14,2020-07-15,"North","Barnard",44,76,31,151,45
"1240","Facility 51",2020-07-14,2020-07-15,"North","Spring",21,23,27,71,51
"1241","Facility 40",2020-07-14,2020-07-15,"North","Barnard",5,7,20,32,40
"1242","Facility 31",2020-07-14,2020-07-15,"North","Dingo",12,18,13,43,31
"1243","Facility 11",2020-07-13,2020-07-15,"North","Spring",0,33,34,67,11
"1244","Facility 57",2020-07-14,2020-07-14,"North","Barnard",7,9,14,30,57
"1245","Facility 36",2020-07-14,2020-07-14,"North","Dingo",11,12,15,38,36
"1246","Facility 36",2020-07-13,2020-07-14,"North","Dingo",0,0,0,0,36
"1247","Facility 32",2020-07-14,2020-07-14,"North","Spring",20,26,27,73,32
"1248","Facility 51",2020-07-13,2020-07-14,"North","Spring",18,1,20,39,51
"1249","Facility 34",2020-07-14,2020-07-14,"North","Dingo",7,10,6,23,34
"1250","Facility 4",2020-07-14,2020-07-14,"North","Bolo",25,10,23,58,4
"1251","Facility 22",2020-07-14,2020-07-14,"North","Bolo",13,1,14,28,22
"1252","Facility 19",2020-07-13,2020-07-14,"North","Bolo",14,14,19,47,19
"1253","Facility 19",2020-07-12,2020-07-14,"North","Bolo",34,11,33,78,19
"1254","Facility 19",2020-07-11,2020-07-14,"North","Bolo",25,15,52,92,19
"1255","Facility 7",2020-07-13,2020-07-14,"North","Spring",22,17,28,67,7
"1256","Facility 50",2020-07-13,2020-07-14,"North","Spring",41,50,64,155,50
"1257","Facility 40",2020-07-10,2020-07-14,"North","Barnard",0,0,0,0,40
"1258","Facility 40",2020-07-13,2020-07-14,"North","Barnard",14,12,19,45,40
"1259","Facility 40",2020-07-11,2020-07-14,"North","Barnard",26,32,45,103,40
"1260","Facility 40",2020-07-09,2020-07-14,"North","Barnard",21,16,21,58,40
"1261","Facility 40",2020-07-08,2020-07-14,"North","Barnard",31,21,25,77,40
"1262","Facility 37",2020-07-13,2020-07-14,"North","Bolo",4,2,35,41,37
"1263","Facility 37",2020-07-13,2020-07-14,"North","Bolo",4,2,35,41,37
"1264","Facility 37",2020-07-13,2020-07-14,"North","Bolo",4,2,35,41,37
"1265","Facility 40",2020-07-07,2020-07-14,"North","Barnard",16,5,23,44,40
"1266","Facility 40",2020-07-06,2020-07-14,"North","Barnard",19,12,21,52,40
"1267","Facility 46",2020-07-14,2020-07-14,"North","Dingo",12,4,15,31,46
"1268","Facility 40",2020-07-05,2020-07-14,"North","Barnard",13,13,12,38,40
"1269","Facility 40",2020-07-04,2020-07-14,"North","Barnard",9,3,12,24,40
"1270","Facility 40",2020-07-03,2020-07-14,"North","Barnard",0,0,0,0,40
"1271","Facility 40",2020-07-02,2020-07-14,"North","Barnard",3,3,2,8,40
"1272","Facility 26",2020-07-13,2020-07-14,"North","Bolo",7,2,9,18,26
"1273","Facility 41",2020-07-13,2020-07-14,"North","Barnard",11,11,24,46,41
"1274","Facility 10",2020-07-14,2020-07-14,"North","Bolo",0,12,27,39,10
"1275","Facility 31",2020-07-12,2020-07-14,"North","Dingo",17,16,35,68,31
"1276","Facility 14",2020-07-14,2020-07-14,"North","Dingo",12,3,17,32,14
"1277","Facility 33",2020-07-13,2020-07-14,"North","Barnard",1,9,4,14,33
"1278","Facility 33",2020-07-12,2020-07-14,"North","Barnard",1,0,4,5,33
"1279","Facility 58",2020-07-13,2020-07-14,"North","Spring",4,0,7,11,58
"1280","Facility 58",2020-07-12,2020-07-14,"North","Spring",14,0,35,49,58
"1281","Facility 60",2020-07-13,2020-07-14,"North","Bolo",12,12,20,44,60
"1282","Facility 14",2020-07-13,2020-07-14,"North","Dingo",10,7,21,38,14
"1283","Facility 14",2020-07-12,2020-07-14,"North","Dingo",8,13,17,38,14
"1284","Facility 21",2020-07-14,2020-07-14,"North","Bolo",9,8,12,29,21
"1285","Facility 9",2020-07-13,2020-07-14,"North","Spring",37,31,17,85,9
"1286","Facility 12",2020-07-13,2020-07-14,"North","Dingo",95,45,73,213,12
"1287","Facility 1",2020-07-13,2020-07-14,"North","Spring",32,21,46,99,1
"1288","Facility 15",2020-07-13,2020-07-14,"North","Barnard",11,18,21,50,15
"1289","Facility 15",2020-07-12,2020-07-14,"North","Barnard",27,23,10,60,15
"1290","Facility 24",2020-07-13,2020-07-14,"North","Bolo",19,9,72,100,24
"1291","Facility 13",2020-07-13,2020-07-14,"North","Bolo",0,0,0,0,13
"1292","Facility 38",2020-07-13,2020-07-14,"North","Bolo",8,7,17,32,38
"1293","Facility 49",2020-07-13,2020-07-14,"North","Dingo",36,51,83,170,49
"1294","Facility 55",2020-07-13,2020-07-14,"North","Bolo",22,5,35,62,55
"1295","Facility 3",2020-07-14,2020-07-14,"North","Dingo",10,4,10,24,3
"1296","Facility 2",2020-07-13,2020-07-14,"North","Bolo",13,10,42,65,2
"1297","Facility 23",2020-07-13,2020-07-14,"North","Dingo",6,5,19,30,23
"1298","Facility 22",2020-07-13,2020-07-14,"North","Bolo",9,4,12,25,22
"1299","Facility 29",2020-07-13,2020-07-14,"North","Dingo",13,27,25,65,29
"1300","Facility 27",2020-07-13,2020-07-14,"North","Spring",9,14,7,30,27
"1301","Facility 27",2020-07-12,2020-07-14,"North","Spring",12,18,11,41,27
"1302","Facility 25",2020-07-13,2020-07-14,"North","Bolo",2,0,6,8,25
"1303","Facility 58",2020-07-11,2020-07-14,"North","Spring",16,6,55,77,58
"1304","Facility 58",2020-07-10,2020-07-14,"North","Spring",0,0,0,0,58
"1305","Facility 58",2020-07-09,2020-07-14,"North","Spring",0,0,0,0,58
"1306","Facility 58",2020-07-08,2020-07-14,"North","Spring",0,0,16,16,58
"1307","Facility 34",2020-07-13,2020-07-13,"North","Dingo",10,6,13,29,34
"1308","Facility 25",2020-07-12,2020-07-13,"North","Bolo",6,2,5,13,25
"1309","Facility 40",2020-07-12,2020-07-13,"North","Barnard",60,50,81,191,40
"1310","Facility 41",2020-06-23,2020-07-13,"North","Barnard",12,11,14,37,41
"1311","Facility 4",2020-07-13,2020-07-13,"North","Bolo",25,22,19,66,4
"1312","Facility 50",2020-07-12,2020-07-13,"North","Spring",18,15,43,76,50
"1313","Facility 7",2020-07-12,2020-07-13,"North","Spring",26,23,17,66,7
"1314","Facility 30",2020-07-13,2020-07-13,"North","Bolo",16,11,28,55,30
"1315","Facility 30",2020-07-12,2020-07-13,"North","Bolo",22,18,31,71,30
"1316","Facility 37",2020-07-12,2020-07-13,"North","Bolo",7,2,56,65,37
"1317","Facility 32",2020-07-13,2020-07-13,"North","Spring",35,54,50,139,32
"1318","Facility 46",2020-07-13,2020-07-13,"North","Dingo",2,3,8,13,46
"1319","Facility 54",2020-07-13,2020-07-13,"North","Barnard",3,5,4,12,54
"1320","Facility 46",2020-07-12,2020-07-13,"North","Dingo",9,4,7,20,46
"1321","Facility 10",2020-07-13,2020-07-13,"North","Bolo",0,8,23,31,10
"1322","Facility 16",2020-07-12,2020-07-13,"North","Barnard",30,28,98,156,16
"1323","Facility 1",2020-07-12,2020-07-13,"North","Spring",34,21,42,97,1
"1324","Facility 1",2020-07-11,2020-07-13,"North","Spring",55,16,39,110,1
"1325","Facility 1",2020-07-10,2020-07-13,"North","Spring",12,5,3,20,1
"1326","Facility 1",2020-07-09,2020-07-13,"North","Spring",27,2,36,65,1
"1327","Facility 1",2020-07-08,2020-07-13,"North","Spring",38,12,38,88,1
"1328","Facility 1",2020-07-07,2020-07-13,"North","Spring",12,2,0,14,1
"1329","Facility 1",2020-07-06,2020-07-13,"North","Spring",4,4,0,8,1
"1330","Facility 1",2020-07-05,2020-07-13,"North","Spring",9,0,0,9,1
"1331","Facility 1",2020-07-04,2020-07-13,"North","Spring",3,2,2,7,1
"1332","Facility 53",2020-07-12,2020-07-13,"North","Bolo",24,3,6,33,53
"1333","Facility 1",2020-07-03,2020-07-13,"North","Spring",0,0,0,0,1
"1334","Facility 6",2020-07-25,2020-07-26,"North","Dingo",14,13,22,49,6
"1335","Facility 6",2020-07-24,2020-07-26,"North","Dingo",0,0,0,0,6
"1336","Facility 34",2020-07-26,2020-07-26,"North","Dingo",10,6,7,23,34
"1337","Facility 34",2020-07-25,2020-07-26,"North","Dingo",9,13,19,41,34
"1338","Facility 4",2020-07-26,2020-07-26,"North","Bolo",16,13,12,41,4
"1339","Facility 7",2020-07-25,2020-07-26,"North","Spring",16,17,28,61,7
"1340","Facility 47",2020-07-25,2020-07-26,"North","Barnard",33,24,26,83,47
"1341","Facility 51",2020-07-25,2020-07-26,"North","Spring",16,9,26,51,51
"1342","Facility 51",2020-07-23,2020-07-26,"North","Spring",14,8,15,37,51
"1343","Facility 51",2020-07-22,2020-07-26,"North","Spring",6,7,17,30,51
"1344","Facility 38",2020-07-26,2020-07-26,"North","Bolo",8,5,15,28,38
"1345","Facility 10",2020-07-26,2020-07-26,"North","Bolo",0,14,19,33,10
"1346","Facility 27",2020-07-25,2020-07-26,"North","Spring",9,17,9,35,27
"1347","Facility 12",2020-07-25,2020-07-26,"North","Dingo",47,39,86,172,12
"1348","Facility 14",2020-07-26,2020-07-26,"North","Dingo",7,3,6,16,14
"1349","Facility 30",2020-07-26,2020-07-26,"North","Bolo",14,6,44,64,30
"1350","Facility 21",2020-07-26,2020-07-26,"North","Bolo",32,10,12,54,21
"1351","Facility 25",2020-07-25,2020-07-26,"North","Bolo",4,2,9,15,25
"1352","Facility 11",2020-07-25,2020-07-26,"North","Spring",33,34,114,181,11
"1353","Facility 2",2020-07-25,2020-07-26,"North","Bolo",25,30,36,91,2
"1354","Facility 2",2020-07-23,2020-07-26,"North","Bolo",10,10,42,62,2
"1355","Facility 2",2020-07-22,2020-07-26,"North","Bolo",16,20,25,61,2
"1356","Facility 54",2020-07-25,2020-07-26,"North","Barnard",12,16,22,50,54
"1357","Facility 54",2020-07-24,2020-07-26,"North","Barnard",0,0,0,0,54
"1358","Facility 54",2020-07-23,2020-07-26,"North","Barnard",12,7,13,32,54
"1359","Facility 54",2020-07-22,2020-07-26,"North","Barnard",9,8,23,40,54
"1360","Facility 8",2020-07-25,2020-07-26,"North","Bolo",4,3,9,16,8
"1361","Facility 36",2020-07-25,2020-07-26,"North","Dingo",13,17,17,47,36
"1362","Facility 38",2020-07-25,2020-07-26,"North","Bolo",12,9,10,31,38
"1363","Facility 13",2020-07-25,2020-07-26,"North","Bolo",0,0,0,0,13
"1364","Facility 15",2020-07-26,2020-07-26,"North","Barnard",32,29,41,102,15
"1365","Facility 53",2020-07-25,2020-07-26,"North","Bolo",15,4,9,28,53
"1366","Facility 42",2020-07-25,2020-07-26,"North","Dingo",25,13,26,64,42
"1367","Facility 16",2020-07-25,2020-07-26,"North","Barnard",34,23,21,78,16
"1368","Facility 22",2020-07-25,2020-07-26,"North","Bolo",10,6,18,34,22
"1369","Facility 55",2020-07-25,2020-07-26,"North","Bolo",15,8,37,60,55
"1370","Facility 40",2020-07-25,2020-07-26,"North","Barnard",47,13,10,70,40
"1371","Facility 18",2020-07-25,2020-07-26,"North","Bolo",7,5,11,23,18
"1372","Facility 29",2020-07-25,2020-07-26,"North","Dingo",30,35,35,100,29
"1373","Facility 3",2020-07-26,2020-07-26,"North","Dingo",16,8,15,39,3
"1374","Facility 48",2020-07-25,2020-07-26,"North","Dingo",8,9,26,43,48
"1375","Facility 26",2020-07-25,2020-07-26,"North","Bolo",7,5,3,15,26
"1376","Facility 28",2020-06-28,2020-07-25,"North","Spring",31,28,36,95,28
"1377","Facility 28",2020-06-19,2020-07-25,"North","Spring",2,0,0,2,28
"1378","Facility 28",2020-06-18,2020-07-25,"North","Spring",0,0,1,1,28
"1379","Facility 28",2020-06-17,2020-07-25,"North","Spring",2,2,4,8,28
"1380","Facility 28",2020-06-16,2020-07-25,"North","Spring",11,9,13,33,28
"1381","Facility 28",2020-06-15,2020-07-25,"North","Spring",22,5,12,39,28
"1382","Facility 28",2020-06-14,2020-07-25,"North","Spring",29,19,23,71,28
"1383","Facility 28",2020-06-13,2020-07-25,"North","Spring",26,16,27,69,28
"1384","Facility 28",2020-06-12,2020-07-25,"North","Spring",2,0,0,2,28
"1385","Facility 28",2020-06-11,2020-07-25,"North","Spring",0,0,2,2,28
"1386","Facility 28",2020-06-10,2020-07-25,"North","Spring",22,17,23,62,28
"1387","Facility 28",2020-06-09,2020-07-25,"North","Spring",28,12,14,54,28
"1388","Facility 28",2020-06-08,2020-07-25,"North","Spring",25,10,24,59,28
"1389","Facility 28",2020-06-07,2020-07-25,"North","Spring",1,1,1,3,28
"1390","Facility 28",2020-06-06,2020-07-25,"North","Spring",0,0,0,0,28
"1391","Facility 28",2020-06-05,2020-07-25,"North","Spring",0,0,0,0,28
"1392","Facility 28",2020-06-04,2020-07-25,"North","Spring",16,7,23,46,28
"1393","Facility 28",2020-06-03,2020-07-25,"North","Spring",31,17,21,69,28
"1394","Facility 28",2020-06-02,2020-07-25,"North","Spring",0,0,2,2,28
"1395","Facility 28",2020-06-01,2020-07-25,"North","Spring",0,0,0,0,28
"1396","Facility 28",2020-05-31,2020-07-25,"North","Spring",0,0,1,1,28
"1397","Facility 28",2020-05-30,2020-07-25,"North","Spring",18,6,8,32,28
"1398","Facility 28",2020-05-29,2020-07-25,"North","Spring",2,1,2,5,28
"1399","Facility 28",2020-05-28,2020-07-25,"North","Spring",0,0,0,0,28
